name,gender,meanings,origin
Macala,f,Unknown,Unknown
Macalah,f,Who is like God,Hebrew
Machayla,f,"Who is like God?, Gift of God",Hebrew
Mackaylah,f,Unknown,Unknown
Madicella,f,Unknown,Unknown
Maesha,f,Unknown,Unknown
Majda,f,"Noble, Glorious",Arabic
Manuelita,f,"God is with us, God has heard, well-born",Spanish
Maghan,f,"Possibly means 'pearl' or 'great', derived from the Irish name Maighread",Irish
Malora,f,Unkown,Unknown
Markyia,f,"Variant of Marquia, combination of Mary and Kia",American
Marnay,f,Of the sea,English
Mariesa,f,"Uncertain, possibly a combination of Mary and Teresa","Uncertain, possibly a combination of English and Spanish"
Marquitta,f,"Warlike, Strong-willed, Lady",American
Maryfaith,f,combination of Mary and faith,Christian
Masia,f,Unknown,Unknown
Meigan,f,"Elegant, beautiful",Irish
Mckeena,f,"Son of Eoin, Fire",Irish
Mekyla,f,Unknown,Unknown
Mc,,"Son of, Descendant of, Belonging to",Scottish/Irish
Meritza,Unknown,Unknown,Unknown
Melan,m,"Black, Dark, Dark-skinned",Greek
Mhina,f,Unknown,Unknown
Meryssa,f,Uncertain,Uncertain
Melisande,f,"Strong in work, industrious",Germanic
Michalene,f,"Who is like God?, Feminine form of Michael",Hebrew
Micalah,f,"Who is like God, Gift from God",Hebrew
Miakota,f,"Power of the moon, Earth, Sky",Native American
Mickelle,f,"Variant of Michelle, Who is like God",French
Michalla,f,Who is like God,Hebrew
Micole,f,Who is like God,Hebrew
Mickenzy,f,"Son of the wise leader, Fire-born, Fair-haired, Vigorous","Irish, Scottish"
Mikan,f,"Citrus fruit, Orange",Japanese
Mkiyah,f,Unknown,Unknown
Mikaylynn,f,Modern combination name,"Unknown, possibly American"
Mikhiya,f,Unknown,Unknown
Mikayala,f,"Who is like God, Gift of God",Hebrew
Moniq,f,"Uncertain, possibly advisor",French
Mylashia,f,Unknown,
Nadrea,,Unknown,Unknown
Nahyma,f,Unknown,Unknown
Nakaria,f,Unknown,Unknown
Naiome,f,"Pleasant, Beautiful",Unknown
Nakeesha,f,Unknown,Unknown
Nashari,Unknown,Unknown,Unknown
Nashalee,f,Unknown,Unknown
Nalisa,f,Unknown,Unknown
Nashmia,f,"Eager, Enthusiastic, Happy",Arabic
Nashyra,f,Unknown,Unknown
Natica,f,Unknown,Unknown
Natalieann,f,"Christmas child, Grace",English
Nastacia,f,"Resurrection, Born on Christmas Day","Greek, Latin"
Naydia,f,"Hope, Delicate, Tender",Slavic
Ndey,f,unknown,unknown
Netasha,f,Unknown,Unknown
Nevach,m,"Beloved, Royal",Hebrew
Nieya,f,Unknown,Unknown
Niyia,f,Unknown,Unknown
Nilyn,Unknown,Unknown,Unknown
Nyaijah,f,Unknown,Unknown
Nyemia,f,Unknown,Unknown
Nikaiya,f,Unknown,Unknown
Odali,m,"unclear, undefined",Latin
Omariah,uncertain,Uncertain,Uncertain
Orit,f,"Light, from the Hebrew word 'or'",Hebrew
Peris,m,Uncertain,Uncertain
Paradyce,f,Unknown,Unknown
Preshus,f,"Valuable, precious",English
Quimora,f,Unknown,Unknown
Raime,Unknown,Unknown,Unknown
Ramatoulie,f,"It is of African origin, and the meaning of Ramatoulie is 'God's gift'.",African
Raymona,f,"Wise protector, Mighty protector",German
Raneisha,f,"Modern combination of Ra- and -neisha, possibly meaning 'graceful flower'",American
Rechelle,f,Unknown,French
Rehgan,Unknown,Unknown,Unknown
Rienna,f,Modern invention,
Reilee,f,"Field, meadow",English
Rikia,f,Unknown,Unknown
Rokiya,f,Unknown,Arabic
Ronniesha,f,Unknown,Unknown
Rugiatu,f,Unknown,Unknown
Roarie,m,"Red-haired, Mighty in battle",Scottish
Ryesha,f,unknown,unknown
Sameia,unknown,unknown,unknown
Saniye,f,"radiant, splendid",Turkish
Sariha,f,"Princess, Pure, Happy",Arabic
Sachary,m,"One who laughs, protector of humanity",Hebrew
Sabriye,f,"Patient, Enduring",Arabic
Satoria,f,Unknown,Unknown
Sevasti,f,"Revered, Venerable",Greek
Shahidah,f,"Witness, Martyr",Arabic
Shakeema,f,Unknown,Unknown
Shaiyan,m,"Pride, Gift of God",Persian
Shandria,f,unknown,unknown
Shaneal,f,God is gracious,Irish
Shaquita,f,Uncertain,Uncertain
Shantina,f,"Modern creation, possibly a combination of Shanti and Tina",Modern
Shanely,f,"Possibly a variant of the Irish surname Shanley, meaning 'descendant of Seanlaoch'",Irish
Sharik,m,Unknown,Unknown
Sharise,f,Uncertain,Uncertain
Shateria,f,Uncertain,Uncertain
Shaunae,f,Modern invention,
Sharrell,f,"Beloved, Dear one",American
Shawniece,f,God is gracious,Hebrew
Shaynia,f,"Variant of Cheyenne, Unkown meaning",American
Shondra,f,God is gracious,American
Silvya,f,"Forest, Woods, From the woods",Latin
Skylia,f,"Scholar, Open-minded, Adventurous",American
Shykerria,f,Unknown,Unknown
Smantha,f,Unknown,Unknown
Somarah,f,Unknown,Unknown
Stamatia,f,"Crowned with laurel, Victory",Greek
Srinija,f,Unknown,Unknown
Spandana,f,"Affection, Compassion, Harmony",Sanskrit
Sthefani,f,"Crown, Crowned in Victory",Greek
Suada,f,"happiness, contentment",Arabic
Suhur,f,"Morning, Dawn",Arabic
Symaya,f,"Variant of Samaya, Unknown",Unknown
Sylwia,f,Unknown,Unknown
Sveva,f,"Clear, bright, radiant",Italian
Suleymi,m,"Variant of the name Suleiman/Solomon, meaning 'man of peace' or 'peaceful'",Arabic
Taccara,f,Unknown,Unknown
Tahya,f,Unknown,Unknown
Tahany,f,Unknown,Arabic
Takaila,f,Unknown,Unknown
Tajiana,f,"Crown, Royalty, Belonging to a king",Russian
Talee,f,"Green, beauty, flourishing",Arabic
Talese,f,"Smooth, gentle",Latin
Tamala,f,"Palm tree, Date palm",Sanskrit
Tatiauna,f,Unknown,Unknown
Tanara,f,Unknown,Unknown
Teasha,f,Uncertain,Uncertain
Tavey,m,"Variant of Davey, Beloved, Dear one","English, Hebrew"
Telise,f,Uncertain,Uncertain
Teyonce,f,Invented name,
Terae,Unknown,Unknown,Unknown
Tikiya,f,Unknown,Unknown
Tenijah,f,Unknown,Unknown
Terrina,f,"Smooth, Tender",Latin
Tioni,f,Unknown,Unknown
Tionnie,f,Unknown,Unknown
Tonianne,f,Uncertain,English
Topacio,f,"Topaz, gemstone",Spanish
Tityanna,f,"Uncertain, possibly a combination of different names","Uncertain, possibly a modern creation"
Totianna,f,unknown,unknown
Travianna,f,Unknown,Unknown
Trecia,f,Unknown,Unknown
Trenadi,f,Unknown,Unknown
Trenasia,f,Unknown,Unknown
Tranisha,f,"modern combination name, uncertain meaning",American
Troya,f,Unknown,Unknown
Tyairah,f,Unknown,Unknown
Tydrianna,f,,
Tydaisha,f,Uncertain,Uncertain
Tykaria,f,Unknown,Unknown
Tykeyah,f,Unknown,Unknown
Tynaja,f,Unknown,Unknown
Tymeisha,f,"Uncertain, possibly a combination of the names Tyme and Aisha","Uncertain, possibly a modern American name"
Tynasha,f,Modern invention,American
Tynika,f,Uncertain,Uncertain
Tyranae,f,Unknown,Unknown
Tyreisha,f,Modern invention,American
Valicity,f,"Strength, Power, Bravery",English
Tytiauna,f,Unknown,Unknown
Tytiyana,f,Uncertain,Uncertain
Valyssa,f,Uncertain,Uncertain
Vianay,f,Unknown,Unknown
Xally,f,Unknown,Unknown
Wilniya,f,Unknown,Unknown
Willette,f,"Diminutive of Willa, Determined protector",English
Yagaira,f,Unknown,Unknown
Yalana,f,Unknown,Unknown
Yaili,f,Unknown,Unknown
Yanaiza,f,Unknown,Unknown
Yaharia,f,Unknown,Unknown
Yannie,Unknown,Unknown,Unknown
Yitsel,m,Unknown,Unknown
Yarett,m,"Strong, Leader, Brave",Unknown
Yenis,f,Unknown,Unknown
Yary,m,"Variant of Jari, God will uplift",Hebrew
Yleana,f,Uncertain,Uncertain
Yunnuen,f,Unknown,Unknown
Yomayra,f,Unknown,Unknown
Yuritzia,f,Uncertain,Uncertain
Johnbenedict,m,God is gracious,Hebrew
Zatoria,f,Unknown,Unknown
Fardy,m,Unknown,Persian
Neyzer,m,Unknown,Unknown
Antrel,,Unknown,Unknown
Anhuar,m,"Light, Radiance, Brilliance",Arabic
Colen,m,unknown,unknown
Johneric,m,"God is gracious, ruler, strong, brave",Unknown
Carlosalberto,,,
Joahan,m,God is gracious,Hebrew
Tmarion,m,Uncertain,Uncertain
Devontaye,m,Unknown,Unknown
Jarmarion,m,Unknown,Unknown
Jaywon,m,None,English
Jacquese,m,"Supplanter, Gift of God",Hebrew
Jhalen,m,Modern invention,American
Joshuamichael,m,"God is salvation, Who is like God?",Hebrew
Tekhi,Unknown,Unknown,Unknown
Danieljr,,,
Amanpreet,m,Peaceful love,Punjabi
Edelmiro,m,"Noble, famous",Germanic
Chritopher,m,"Bearer of Christ, Christ-bearer",Greek
Jahmon,m,Unknown,Unknown
Ommar,m,Unknown,Unknown
Juanesteban,m,God is gracious,Hebrew
Jguadalupe,f,From the valley of the river Guadalupe,Spanish
Onterrio,m,Unknown,Unknown
Ka,m/f,"Fire, Goddess Parvati, and Mountain in Sikhism","Sanskrit, Hawaiian"
Tyjaun,m,Unknown,Unknown
Zaravion,m,Unknown,Unknown
Prabhdeep,m,"Radiant light, Illuminated by divine light",Sanskrit
Ribaldo,Unknown,Unknown,Unknown
Alexender,m,"defender of the people, warrior, protector",Greek
Alviery,,Unknown,Unknown
Atreal,Unknown,Unknown,Unknown
Canye,m,"Strong, Leader, Gift from God",English
Cesareo,m,uncertain,Latin
Andarius,,Unknown,Unknown
Daejhun,m,Unknown,Unknown
Christophermich,m,"Bearer of Christ, Who is like God","Greek, Hebrew"
Chemar,m,Unknown,Unknown
Davanta,m,Unknown,Unknown
Dakoata,m/f,"Friend, Ally, Unique",Native American
Dellen,f,"From the dell, small valley",English
Fardi,m,"Unique, Individual, Extraordinary",Arabic
Dominykas,m,Belonging to the Lord,Lithuanian
Ginobili,m,Unknown,Unknown
Garbriel,m,God is my strength,Hebrew
Hardeep,m,"God's light, Divine lamp",Punjabi
Inacio,m,Unknown,Unknown
Jahtavious,m,Unknown,Unknown
Jaboree,Unknown,Unknown,Unknown
Jaquane,m,God is gracious,Hebrew
Jonhenry,,,
Jubei,m,"Resilient, Courageous, Skilled",Japanese
Jyshaun,m,Modern invention,Modern American
Jyrine,Unknown,Unknown,Unknown
Kanyae,unknown,unknown,unknown
Kuan,m,"Strong, powerful, healthy",Chinese
Leonta,f,"lioness, brave, strong",Greek
Macaden,m,"Son of Cadán, sturdy warrior",Irish
Mckye,m,Unknown,Unknown
Makal,m,"Strong, Gift of God",Hawaiian
Mican,Unknown,Unknown,Unknown
Raafay,m,"Compassionate, Kindhearted",Arabic
Ryshawn,m,Modern invention,"Unknown, modern invention"
Tayari,f,"ready, prepared",Swahili
Seath,m,Unknown,Unknown
Terique,m,Unknown,Unknown
Trezon,Unknown,Unknown,Unknown
Thomias,m,"Twin, Son of the twin",Greek
Tyjhawn,m,Modern invention,
Tyhler,m,Variation of Tyler,English
Amyrion,,Unknown,Unknown
Abdussamad,m,"Servant of the Everlasting, Slave of the Eternal",Arabic
Anjuan,m,Uncertain,Uncertain
Alexzandar,m,"Defender of the people, Protector of mankind","Greek, Slavic"
Antiono,m,"Beyond praise, highly praiseworthy",Unknown
Antorion,Unknown,Unknown,Unknown
Avantay,m,Modern invention,"Modern English, American"
Cesear,m,"Severed, Cut, Head of hair",Latin
Cadge,m,"Variant of the name Cadog, and its meanings include 'beloved, dear'",Welsh
Camerone,m,"Crooked nose, From the winding stream","Latin, French"
Crishaun,m,Uncertain,Uncertain
Danovan,m,"dark-haired, descendant of Donnabhán",Irish
Daquavious,m,"Unique, creative",Unknown
Darence,m,Unknown,Unknown
Clayvon,m,"Cognate of Clive, Cliff, a steep slope or a hillside, Lives near a cliff",English
Davohn,m,Unknown,Unknown
Datron,Unknown,Unknown,Unknown
Dequon,m,Unknown,Unknown
Diony,m,Unknown,Unknown
Dhanesh,m,"Lord of Wealth, Wealthy, Master of Riches",Sanskrit
Enrigue,m,"Ruler of the household, estate ruler",Spanish
Ethanandrew,m,"Strong, Brave, Manly",Hebrew
Farai,m,"rejoice, be happy",Shona
Filbert,m,"Brilliant, Very bright",Germanic
Foy,m,"Faith, belief",Irish
Gabril,m,God is my strength,Hebrew
Garit,m,Mighty with a spear,English
Herby,m,"Army, Bright, Shining, Famed",Germanic
Housten,m,"From the settlement on the hill, From the town on the hill",Old English
Isayiah,m,Yahweh is salvation,Hebrew
Jahem,m,Unknown,Unknown
Jaderius,m,Unknown,Unknown
Jahod,Unknown,Unknown,Unknown
Jamontay,m,Modern Invention,American
Jesusjr,m,"God is salvation, grace of God",Hebrew
Jarvell,m,The meanings of the name Jarvell are unknown,Unknown
Jlin,f,Uncertain,Uncertain
Jibreal,m,variant of Gabriel,Arabic
Jonquavious,m,Modern invention,
Josejr,m,"God will increase, may God give increase","Hebrew, Spanish"
Joseenrique,m,"May God add, ruler of the household","Hebrew, Spanish"
Joshoa,,Unknown,Unknown
Keashawn,m,Modern invention,American
Keiveon,m,Unknown,Unknown
Kem,m,"Desire, Longing",Turkish
Keontez,m,Unknown,Unknown
Kiwan,m,unknown,unknown
Khevin,m,Variant of Kevin,Gaelic
Keton,m,Unknown,Unknown
Kievon,m,Unknown,Unknown
Kywon,,Unknown,Unknown
Laurens,m,Crowned with laurels,Latin
Marcandre,m,"Warrior, Strong, Brave",Latin
Mikial,Unknown,Unknown,Unknown
Moreno,m,"dark-skinned, brown, brunette","Spanish, Italian, Portuguese"
Michaelray,m,"Variant of Michael, meaning 'Who is like God', and Rae, meaning 'grace'",English
Nasaiah,unknown,unknown,unknown
Naszire,m,Unknown,Unknown
Mozell,f,"Uncertain, Possibly a variation of Moselle",Uncertain
Naeshaun,m,Unknown,Unknown
Nauman,m,"Pleasant, A kind-hearted person",Arabic
Raykwon,m,Unknown,Unknown
Omareon,m,"Strong, Leader, Unique",African
Ozvaldo,m,"strong warrior, ruler",Germanic
Olurotimi,m,God is good,Yoruba
Rubiel,m,"Behold, My servant, Brilliant, Gift of God",Hebrew
Shamore,m,Unknown,Unknown
Schuylar,m/f,"Scholar, protection, treasure",English
Shazeb,m,Unknown,Unknown
Shahiem,m,"Brave, noble, leader",Arabic
Shemarion,m,"Variant of Shemariah, possibly means 'Jehovah has preserved', 'Yahweh has kept', 'God has guarded'",Hebrew
St,,Abbreviation of Saint,Latin
Tahron,m,Uncertain,Uncertain
Tagert,m,Unknown,Unknown
Sukhdeep,m,Sukhdeep means 'lamp of peace' or 'light of happiness.',Punjabi
Tarkan,m,"Strong, courageous, leader",Turkish
Tavaras,m,"Leader, Powerful, Hills",Latin
Tquan,,Unknown,Unknown
Traysean,m,Modern combination of Tracy and Sean,Modern American
Tilmon,m,"Possibly meaning 'loyal' or 'strong', originated from Greek or Germanic elements","Uncertain, possibly Greek or Germanic"
Trevarius,m,Unknown,Unknown
Tydarious,m,Unknown,Unknown
Tykie,f,Unknown,Unknown
Tyrius,unknown,unknown,unknown
Wilibaldo,m,"Resolute, brilliant ruler",Germanic
Ulysis,m,"Noble, Glorious",Latin
Tysan,Unknown,Unknown,Unknown
Waldy,m,"Ruler, Mighty in Battle",Germanic
Xzarion,m,Unknown,Unknown
Yarley,m,Unknown,Unknown
Aalias,m,"Noble, Exalted",Arabic
Youseph,m,"God will increase, he will add",Arabic
Adolpho,m,Noble wolf,Germanic
Agron,m,"Leader, king",Albanian
Amont,,Unknown,Unknown
Ajene,m,Unknown,Unknown
Akie,f,"Bright, shining; autumn painting",Japanese
Aljay,m,"Modern, Unique, Special",Unknown
Andrewjoseph,m,"Manly, God will increase",Greek
Andrie,m,"Manly, Brave, Warrior",Greek
Aquavious,m,Unknown,Unknown
Arkel,m,Unknown,Unknown
Ater,,Unknown,Unknown
Asdrubal,m,"uncertain, possibly has Phoenician roots","uncertain, possibly Phoenician"
Balal,m,"Creativity, Ingenuity, Resourcefulness",Arabic
Balentin,m,"Strong, Brave, Healthy",Latin
Averian,,Modern invention,
Atravion,m,Unknown,Unknown
Balmore,m,Uncertain,Unknown
Baltasar,m,"God protect the king, Baal protect the king",Hebrew
Browdy,Unknown,Unknown,Unknown
Branigan,m,"Surname, Son of Bran",Irish
Bengie,m,"variant of Benjamin, son of the right hand",Hebrew
Brean,m,"Variant of Brian, possibly meaning 'hill' or 'noble' in Irish",Irish
Bryent,m,"From a surname derived from a place name, hill, high, steep, noble, strong",English
Bryice,m,Unknown,Unknown
Chrystyan,m,Follower of Christ,Greek
Chaunce,m,"Good fortune, luck",French
Chrisaun,m,Modern Invention,Modern English
Corderious,m,Unknown,Unknown
Coleridge,m,"From the dark ridge, charcoal ridge",English
Corieon,Unknown,Unknown,Unknown
Cymon,m,Unknown,Unknown
Craige,m,"Rock, Crag, Rocky, Dweller at the Crag, Little Rock","Scottish, English"
Cuahtemoc,m,"Descending Eagle, Soaring Eagle",Nahuatl
Craigory,m,"From the surname, derived from a Scottish place name meaning 'rocky hill',",Scottish
Damarus,f,"Gentle, Tame, Subdued",Greek
Damyron,m,Unknown,Unknown
Dametris,m,Unknown,Unknown
Damarye,Unknown,Unknown,Unknown
Darrol,m,"Beloved, Open, Dear friend",English
Dashall,,,
Dathon,m,Unknown,Unknown
Dauntay,m,Unknown,Unknown
Dartavious,m,Uncertain,Uncertain
Dartavius,m,"Variant of D'artagnan, possibly meaning 'from Artagnan' or 'valuable treasure'",French
Deijon,m,"Divine, God's gift",French
Dcorian,m,"Modern, Unique",American
Davondre,m,Modern invention,American
Dayman,m,Dayman is not associated with a specific meaning.,Unknown
Demontavious,m,Unknown,Unknown
Demontra,m,Unknown,Unknown
Devohn,m,"Divine, Gift",Unknown
Deone,f,"Divine, variation of Dionne",Greek
Deyontae,m,Modern invention,American
Dick,m,"Brave, Powerful, Ruler",Germanic
Dimario,m,Uncertain,Italian
Dooley,m,dark stranger,Irish
Dimetrius,m,"devoted to Demeter, follower of Demeter",Greek
Donterrious,m,Uncertain,Uncertain
Dornell,m,Modern invention,
Dwon,m,Unknown,Unknown
Edsson,m,Son of Edward,English
Eid,m,"Festivity, Celebration",Arabic
Elijhah,m,Yahweh is God,Hebrew
Erroll,m,"Nobleman, Earl, Foreigner",Scottish
Ethaneal,m,"Unique, modern",English
Felipedejesus,m,Little Jesus,Spanish
Eudy,m/f,Unknown,Unknown
Eyvin,m,"Warrior, Friend",Norse
Ferenc,m,Free man,Latin
Gaylen,m,"Gaelic for tranquil, gaunt, calm",Gaelic
Fili,m,Lover of horses,Greek
Feysal,m,"one who cuts, decisive",Arabic
Geovonie,,Unknown,Unknown
Gere,m,"Spear, Gentle",Germanic
Gwilym,m,"Helmet, protection",Welsh
Ghavin,m,Unknown,Unknown
Graecen,Unknown,Unknown,Unknown
Ghabriel,m,"Variant of Gabriel, God is my strength",Hebrew
Haedon,,uncertain,
Harshdeep,m,"Radiant light, God's light",Sanskrit
Harmandeep,m,God's light,Punjabi
Hilmer,m,"Famous, bright, renowned",Germanic
Himanshu,m,"Cool like Ice, Radiant, One who has snow, Moonlight, Lord Shiva",Sanskrit
Hovsep,m,Gift of Yahweh,Armenian
Hulises,m,Unknown,Unknown
Iean,,Uncertain,Uncertain
Isaiahmichael,m,"Isaiah: Salvation of the Lord, Michael: Who is like God?","Isaiah: Hebrew, Michael: Hebrew"
Isriel,m,Variant of Israel,Hebrew
Jabarrie,m,Unknown,Unknown
Jabulani,m,"happiness, joy, rejoice",Zulu
Jacorious,m,Unknown,Unknown
Jacon,m,Supplanter,Hebrew
Jagjit,m,Victory of the world,Sanskrit
Jaharee,Unknown,Unknown,Unknown
Jahseem,m,Unknown,Unknown
Jahlyn,f,modern invention,American
Jakyre,m,Unknown,Unknown
Jalaal,m,"Greatness, Glory, Grandeur",Arabic
Jalaun,m,Unknown,Unknown
Jamyle,m,Modern invention,English
Jaterion,m,Unknown,Unknown
Jamary,f,"Uncertain, possibly a combination of James and Mary","Uncertain, possibly a modern American coinage"
Jarreth,m,"Variant of Jared, ruler; descent, descendant",Hebrew
Jerrelle,f,Uncertain,Uncertain
Javarrie,m,Unknown,Unknown
Jeaden,m,modern invention,Modern English
Jaterius,m,Not specified,Not specified
Jerris,m,"Modern variant of the name Jeris, meaning uncertain",Uncertain
Jes,m,"Derived from Jesus, God is gracious",Hebrew
Joaopaulo,m,God is gracious,Portuguese
Jesusantonio,m,"God is gracious, Priceless, Highly praiseworthy","Hebrew, Spanish"
Joal,m,"God is gracious, Jehovah is God",Hebrew
Joffre,m,"peaceful, calm",French
Jorgejr,m,"Earth-worker, farmer","Spanish, Portuguese"
Johnjack,m,God is gracious,Hebrew
Johntyler,m,"God is gracious, tile maker",English
Johansen,m,Son of Johan,Scandinavian
Josha,m,"God will save, Gift of God",Hebrew
Joshuaryan,,,
Julioalberto,,,
Jovonny,m,Modern invention,Modern American
Joshep,m,God will add,Hebrew
Jumal,m,"Godly, divine",Unknown
Kamrun,m,Unknown,Unknown
Kaiky,m,Unknown,Unknown
Jungwoo,m,"Glorious, Wise",Korean
Kauner,m,Unknown,Unknown
Kedarian,m,Unknown,Unknown
Kemontez,m,Unknown,Unknown
Keduse,m,"Holy, Devout",Amharic
Keithin,m,Unknown,Unknown
Kenneith,m,"Chief, Fire, Born of Fire",Gaelic
Kentarius,m,Unknown,Unknown
Kentravius,m,unknown,unknown
Kentreal,m,Modern invention,English
Khemari,Unknown,Unknown,Unknown
Kewaun,m,Unknown,Unknown
Kirkpatrick,m,Son of Patrick,Scottish
Kosten,Unknown,Unknown,Unknown
Kimathi,m,Unknown,Unknown
Kiaron,m,Unknown,Unknown
Korden,m,"Variant of the name Corden, meaning 'copper red' or 'from the court hill'",English
Kreg,m,"Variant of Craig, rock, rocky hill",Scottish
Kylun,m,Unknown,Unknown
Lacedric,m,"Blend of Lacey and Cedric, Modern invention","Unknown, Modern invention"
Krischan,m,"Follower of Christ, Christian",German
Lafredrick,m,Modern combination of the names La- and Fredrick,Modern American
Latreal,f,Unknown,Unknown
Lalit,m,"beautiful, elegant, brilliant",Sanskrit
Lukaus,m,Unknown,Unknown
Makao,m,"Gift, Generous, Brave",Swahili
Maiki,m,Uncertain,Hawaiian
Marcale,Unknown,Unknown,Unknown
Markiel,m,"warlike, from the god Mars",Latin
Martavian,m,"Derived from Martin, warrior, warlike",Latin
Marrek,m,"Warlike, powerful, dark-skinned","Arabic, Welsh"
Mathue,m,Gift of God,Hebrew
Marvic,m,"Warlike, Sea lover","Latin, English"
Mayo,m,"From the plain, yew hill","Irish, English"
Mcgwire,m,Son of Guaire (a nobleman in Irish legend),Irish
Mikei,,Unknown,Unknown
Mickyle,m,"Variant of Michael, who is like God",English
Mikeil,m,"Who is like God, Gift from God",Hebrew
Mckaleb,m,No known meanings,American
Mirnes,m,First light of dawn,Arabic
Moraes,m,"Uncertain, possibly derived from the Portuguese word 'mouro' meaning 'Moor'",Portuguese
Muhmmad,m,"Praiseworthy, One who is praised",Arabic
Naresh,m,"Lord of men, King, Leader",Sanskrit
Naweed,m,"Good news, Glad tidings",Persian
Navario,m,Modern Invention,American
Nemecio,m,Unknown,Unknown
Nikhilesh,m,"Lord of All, Conqueror of the universe",Sanskrit
Ninad,m,"Mystical, Melodious, Pleasant",Sanskrit
Nirmal,m,"Pure, clean, spotless",Sanskrit
Norell,m/f,Unknown,Unknown
Nkemjika,f,"Ibo: what I have is greater, my own is greater",Igbo
Ohad,m,"One who praises, willing, strong",Hebrew
Omaryon,m,"Strong, Everlasting",Unknown
Omotayo,m/f,"Child worthy of joy, Child deserving of happiness",Yoruba
Orenthal,m,No specific meanings found,Unknown
Oscarjr,m,"God's spear, deer lover","Scandinavian, Irish"
Othoniel,m,God has heard,Hebrew
Quentarius,m,Unknown,Unknown
Quian,m,"Modest, Humble, Kind",Chinese
Quintae,m,"fifth son, derived from the Latin word for 'five'",Latin
Racine,m,"Root, Origin",French
Qwintin,m,Unknown,Unknown
Rahmaan,m,"Compassionate, Merciful",Arabic
Rakeim,m,Unknown,Unknown
Raphel,m,God heals,Hebrew
Ranndy,m,Unknown,Unknown
Rendy,m,"Derived from the name Andrew, Brave, Strong",English
Rashee,f,Unknown,Unknown
Renso,m,Unknown,Unknown
Ronde,m,Unknown,Unknown
Ronrico,m,"Counselor, Ruler",Spanish
Ronzell,m,"Counselor, Wise leader",English
Ronte,m,"Strong, brave, warrior",Latin
Ryanjoseph,,,
Samnang,m,"lucky, fortunate",Khmer (Cambodian)
Samee,m,"Elevated, Exalted",Arabic
Seamas,m,supplanter,Hebrew
Sanjuan,m,Saint John,Spanish
Seid,m,"Blessed, Fortunate",Arabic
Seith,m,Unknown,Unknown
Sethaniel,,Unknown,Unknown
Shawon,m,Uncertain,Uncertain
Shaunmichael,m,"God is gracious, Who is like God","Irish, Hebrew"
Shontez,m,unknown,unknown
Shedric,m,"Possibly a variant of Cedric, meaning uncertain",English
Tadarian,m,Unknown,Unknown
Tahshawn,m,Unknown,Unknown
Tajaun,m,unknown,unknown
Taliek,m,"Pure, one who is pure",Arabic
Tamron,m,Uncertain,Uncertain
Tanaka,m/f,"dweller, dwelling",Japanese
Tavione,m,Unknown,Unknown
Tavo,m,"Uncertain, possibly ","Uncertain, possibly Spanish or Italian"
Terriyon,m,Unknown,Unknown
Tiarnan,m,"Little king, Lord of the land",Irish
Teysean,m,Uncertain,Uncertain
Timithy,m,"Honoring God, God's honor",Greek
Tomari,f,Unknown,Unknown
Timothie,m,"honoring God, to honor God",Greek
Torrez,m,"Tower, Watchtower",Spanish
Tomiwa,m,God is great,Yoruba
Tranquilino,m,"Tranquil, Serene, Calm",Latin
Trashun,m,Unknown,Unknown
Trekwon,m,Unknown,Unknown
Tsai,Unknown,Unknown,Chinese
Tyheed,m,Unknown,Unknown
Trystn,m,Uncertain,Uncertain
Tyell,m,Unknown,Unknown
Tyleke,Unknown,Unknown,Unknown
Undra,f,Unknown,Unknown
Tyquawn,m,Uncertain,Uncertain
Wilem,m,Resolute protector,Germanic
Willmer,m,"Strong-willed, resolute, famous",Germanic
Wyndell,m,From the windy valley,English
Xazavier,m,Unknown,Unknown
Xzaivier,m,Unknown,Unknown
Yaaseen,m,One of the names of the Prophet Muhammad in Islam,Arabic
Yashraj,m,"Success, Fame",Sanskrit
Yashir,m,"Wealthy, Successful, Prosperous",Hebrew
Yonni,m,God is gracious,Hebrew
Yonny,m,God is gracious,Hebrew
Zacherie,m,God remembers,Hebrew
Zacharya,m,"Hearth, remembering Yahweh",Hebrew
Zaquavious,m,"Unique, Creative, Adventurous",American
Sarela,f,"Princess, Noblewoman",Hebrew
Zyshon,m,Unknown,Unknown
Yoshigei,m,"Warrior, Valiant, Brave",Japanese
Iraima,f,Unknown,Unknown
Bethzi,f,House of figs,Hebrew
Atyanna,,,
Anasol,f,"Sun, Radiant, Bright",Spanish
Ayrica,f,Modern invention,
Maritssa,f,Uncertain,Uncertain
Dajanique,f,Unknown,Unknown
Darnasia,f,Modern invented name,
Ghislane,f,"Pledge, Vow",Germanic
Jakeelah,f,Unknown,Unknown
Hannya,f,Unknown,Japanese
Jarexy,f,Unknown,Unknown
Laprecious,f,"Precious, beloved",English
Lindsee,f,"From the linden tree island, Pretty, Fair, Beautiful",English
Malazia,f,Uncertain,
Takarra,f,Unknown,Unknown
Ayrika,f,Uncertain,Uncertain
Abihail,m,"Father of might, father of strength",Hebrew
Shanaria,f,Unknown,Unknown
Chinara,f,Unknown,Unknown
Dessiree,f,"Desired, longed for",French
Julysa,f,Unknown,Unknown
Kallysta,f,"Variant of Calista, Most beautiful, Charming, Latinized form of Greek name Kallistē",Greek
Grasiela,f,"Graceful, Elegant","Spanish, Portuguese"
Kitanna,f,"Pure, Beloved",Unknown
Lataysia,f,Unknown,Unknown
